raw_text,cleaned_words
"감정의 분열과 고립, 스타의 사랑과 우정, 고증의 구현과 재미, 넘사벽 증명한 ‘Golden K-팝’, ‘까치와 해태’는 ‘K-굿즈’, 전체를 이해할 필요없이, 부분에 집중한 ‘Strategy’, 뮤직•댄스•퍼포먼스의 한류 종합선물세트로 ‘How it’s done’, 봉인해제 아이돌, 귀르가즘 ‘Soda pop’, 하트뿅뿅 팬덤층, ‘사자보이즈 & 이병헌’ 부활 컴백은 속편의 팝콘각, ‘K-컬처의 혼문’을 이룬 ‘거룩한 걸 : 데몬 헌터스’.",감정 분열 고립 스타 사랑 우정 고증 구현 재미 넘사벽 증명 까치 해태 전체 이해 필요없다 부분 집중 뮤직 댄스 퍼포먼스 한류 종합 선물 세트 봉인 해제 아이돌 귀르가즘 하트뿅뿅 팬덤 사자 보이즈 이병헌 부활 컴백 속편 팝콘 컬처 혼문 거룩하다 데몬 헌터스
일월오봉도를 외국 작품에서 보게 되는 날이 있다니.. 다 필요없고 이 장면으로 국뽕차오른다꾸나,일월오봉도 외국 필요없다 장면 국뽕
소니 애니메이션은 스파이더맨 이후로 항상 나를 놀래킨다. 너무 스타일리쉬한 애니메이션 스타일을 고수하기 때문... 다만 이번편은 컨셉이 획기적인거에 비해 스토리가 좀 많이 아쉽네,소니 애니메이션 스파이더맨 이후 항상 놀래킨다 스타 일리 애니메이션 스타일 고수 때문 다만 이번 컨셉 획기 스토리 아쉽다
정말 재밌는 뮤직비디오,재밌다 뮤직비디오
어제발...보다가 졸아서 걍 끔...,어제
내 취향은 인디라..,취향 인디
나도 국뽕 차올라보고 싶었지만 … 참 안일하다,국뽕 보고 안일하다
K팝으로 꽉찬 한미퓨전식,한미 퓨전
대체 뭐가 재밌다는건지,대체 재밌다
"진우 죽어서 다행이다(너무한가요) 연대가 꼭 커플링일 필요는 없는데 미국인들의 정상성 집착을 볼 수 있었음 ㅋㅋㅋ 재미있는 설정, 왕도적 전개였지만 시간이 부족했는지 속도가 너무 빠르다. 또 루미가 반인반귀인데 이렇게 설정한 당위가 작품 내에서 해명되지 않는다. “문양이 드러나면 상처도 드러나”로 가사를 고치려는 데에서 좀 그리로 나아가나? 싶지만? 결국 조이, 미라(&셀린)가 루미를 어떻게 받아들였는지, 즉 Demon의 존재가 이 세계관에서 어떤 위치가 된 것인지 드러나지 않는다. 시간이 부족해서 그런 것 같다. 후반부에선 어떤 가지를 자를지 결정을 못 한 듯. 애니메이션 퀄리티는 좋음.",진우 다행 너무하다 연대 커플링 필요 미국인 정상 집착 재미있다 설정 왕도 전개 시간 부족하다 속도 빠르다 루미 설정 당위 해명 상처 가사 조이 미라 셀린 루미 존재 세계관 위치 시간 부족하다 후반 가지 결정 애니메이션 퀄리티
노래는 좋은데 스토리에 맥락이 없다,노래 스토리 맥락
어느새 압도적 주류가 된 팬덤 문화 ✨✨,어느새다 압도 주류 팬덤 문화
만국공통어를 꿈꾸는 K-POP과 아쉬움이 남는 결자해지(3.5),만국 공통 아쉬움 해지
골든 듣다 보면 트위터 덕질계 파고 싶어짐. 그 모먼트를 알고 있는 영화 흔치 않다.,트위터 덕질 파고 모먼트
"헌트릭스와 사자 보이즈(의 노래)가 '케이팝 데몬 헌터스'의 세계에서만 존재하기는 너무 아깝다. 단, 실제 한국 아이돌과는 거리가 있는 묘사도 있다.",트릭 사자 보이즈 노래 데몬 헌터스 세계 존재 아깝다 실제 한국 아이돌 거리 묘사
국뽕이 차오르는 기획. 옛날 007에서 묘사되던 말도 안되는 우리나라의 모습과 비교해보면 격세지감을 느낀다.,국뽕 기획 옛날 묘사 안되다 우리나라 모습 비교 격세지감
슈퍼볼 하프타임 쇼에 서있는 케이팝 아이돌을 그려보았다.,슈퍼볼 하프타임 아이돌
적어도 연예계를 잘 아는 사람이 만들어서 다행이다. 근데 고양이좀 더 보여줘요,연예계 사람 다행 고양이
헌트릭스 컴백이랑 사자보이즈 재결합 부탁드립니다...제발...,트릭 컴백 사자 보이즈 재결합 부탁드리다 제발
"난 왜이렇게 상처가 많을까, 왜 이렇게 잘 울까, 하면서 자신의 상처와 그에 따른 감정변화가 부끄러웠던 내가 이제는 그 상처들이 나의 결을 만들어주었구나, 더 깊이 공감하게 해주었구나를 알게 되어서 이 영화가 참 와닿았다. 드러내고 더욱 기댐으로써 자기가 자기를 진심으로 사랑하게 되는 상처가 정말 결로 바뀌는 그 멋진 장면이 감동적이었따.",상처 자신 상처 감정 변화 부끄럽다 이제 상처 깊이 공감 구나 더욱 자기 자기 진심 사랑 상처 멋지다 장면 감동
골든이 내 렛잇고다,렛잇고
와우 케이팝 유니버스 김치찌개를 제대로 말아왔네 모든 대사가 영어인데 한국어가 들릴 지경. 우리가 이 정도로 대중템인가 싶다??,와우 유니버스 김치찌개 제대로 모든 대사 영어 한국어 지경 우리 정도 대중
스토리는 뻔하지만 노래가 너무 좋음,스토리 뻔하다 노래
아가의 분유를 뺏어먹는 죄책감은 왜 드는 걸까.,아가 분유 죄책감
제목만 보고는 내취향 아닐줄 알았는데… 일단 저는 더피(호냥이)한테 반했구요ㅜ 최애는 애비구요ㅜ 미라언니❤️시즌2 만들어주세여 ㅈㅂ. 고증이 80프로 완벽한 외국자본 애니. 아트디렉터님에게 1000번의 박수를 드립니다.,제목 보고 취향 일단 더피 반하다 최애 애비 미라 시즌 고증 프로 완벽하다 외국 자본 애니 아트디렉터 번의 박수
"루진우 화이팅,루진우많이넣어야지, 루진우 이게사랑이고 이게구원이야",진우 화이팅 진우 진우 사랑 구원
킬링타임용으로 보려다가 생각보다 깊게 빠진 영화,킬링타임 깊다
의외로 재밌고 벅차고 심금을 울림.... 고증 대박이고 노래 너무 좋음 원래 케이팝에 본진을 두고 있지 않은데 헌트릭스는 진짜잖아,재밌다 벅차다 심금 울림 고증 대박 노래 원래 본진 트릭
민화속 호랑이를 이렇게 귀엽게 그릴줄이야,민화 호랑이 귀엽다
"새로운 영화장르, 케이팝영화",새롭다 영화장르
한국이 배경인 애니메이션이 더 많이 나왔음 좋겠다 😀,한국 배경인 애니메이션
있는 나 그대로를 받아들여 공주들아,그대로 공주
케이팝이 극 중 스토리로나 음악으로나 영화적으로 잘 융화되는 것을 보는 쾌감,스토리 로나 음악 융화 쾌감
영화가 김치피자탕수육같다..고증이 너무 잘된 영화지만 흑인들이 드레드 한 한국 래퍼들보고 뭐라하는 이유를 조금이나마 알거 같다ㅠ,김치 피자 탕수육 고증 흑인 드레드 한국 래퍼 보고 이유 조금
"그밖에도 최고신(데미우르고스)에 반목하고 여신(소피아)과 결합하여 자기희생을 통해 영적 깨달음을 주는 구원자의 그노시즘적 구조, 혼돈이 끝나고 세계의 질서를 회복하는 여신의 전형적인 서구신화 이야기를 동양철학의 전형과도 같은 음양의 조화로 맛있게 버무림.",최고신 데미우르고스 목하 여신 소피아 자기 희생 통해 영적 깨달음 구원 자의 그노시즘 구조 혼돈 세계 질서 회복하다 여신 전형 서구 신화 이야기 동양철학 전형 음양 조화로 맛있다 무림
"소재는 신선하나, 로맨스 결말은 너무 진부하다",소재 신선하다 로맨스 결말 진부하다
차은우로 실사화 바랍니다.,은우 실사
저는 이 영화 보면서 뜬금없게도 <씨너스: 죄인들>이 떠올랐어요. 그 문화의 정수를 담은 음악 연주자가 공동체를 통합시키고 마법적인 힘을 가진 무당으로 기능한다는 점에서요.,뜬금 씨너스 문화 정수 음악 연주자 공동체 통합 마법 무당 기능
솔직히 너무나 퀴어적 읽기 가능한 서사임..,솔직하다 퀴어 가능하다 사임
ses가 무당이었다니...,무당
진우오빠 따라서 저숭라라 가고싶다..,진우 따라서 저숭라
"게다가 거의 모든 배경과 캐릭터, 악귀, 소품등의 디테일한 거의 모든 것이 한국적이라서",게다가 거의 모든 배경 캐릭터 악귀 소품 디테일 거의 모든 한국
아... 취향 차이겠지만... 저는 버티기 힘드네요. 아니 못 버텨요.,취향 힘드다
클리셰한 성장형 슈퍼히어로물도 국뽕의 결계(結界)안에서 보니 훌륭한 컨벤션 무비더라.,클리셰 성장 슈퍼히어로 국뽕 훌륭하다 컨벤션 무비
13세 이상이 재미를 느낀다면 그건 경계선 지능장애다,이상 재미 경계 지능 장애
사람은 존재의 이유가 있고 영화는 흥행의 이유가 있다.,사람 존재 이유 흥행 이유
노래와 문화 모든걸 연결짓는 창의적인 연결고리,노래 문화 연결 창의 연결고리
애니 보면서 설레지 않을거라 다짐했건만..,애니 설레다 다짐
판타스틱 조합의 k-pop 한상차림 :),판타스틱 조합 상차림
루미의 각성과 k-pop의 흥행이 겹쳐진다...,루미 각성 흥행
사이버 가수 아담은 근황 올림픽에도 못 나와...,사이버 가수 아담 근황 올림픽
잘 만든 어린이 뮤지컬,어린이 뮤지컬
점유율이 늘고 접속자가 늘어~,점유 접속
"영화의 뮤지컬씬 및 액션씬 전반의 연출, 보고 듣는 즐길거리들의 퀄리티가 상당했음. 오프닝부터 이미 기대를 끌어올리는 화려하고 스피디한 액션씬을 최적의 음악과 함께 선보였고, 중간중간 보여준 서정적인 뮤지컬씬 및 익살스러운 유머 위주의 뮤지컬씬도 볼 만했으며, 제법 파워풀한 액션이 가미된 뮤지컬씬에다 절절한 감정선과 역동적인 액션 모두를 잡아낸 막판의 뮤지컬 액션씬까지 쭉 끊기지 않고 이어지며 눈과 귀를 자극해줬음. 특히 남산 위에서 10여분 간 펼쳐진 클라이맥스의 뮤지컬 액션씬은 단연 돋보였음. 사자보이즈의 은근 섬뜩하고 오싹했던 저승사자 컨셉 무대는 개인적으로 영화에서 가장 인상깊은 장면이었으며, 그 자체로서의 완성도는 물론, 극에다 긴장감과 위기감을 불어넣었고, 분위기를 한껏 고조시키며 주인공들의 활약을 위한 판을 깔아줬음. 그리고 이후 헌트릭스가 바통을 이어받아 펼친 뮤지컬 액션은 진솔함과 파워풀함이 돋보였고, 주인공으로서의 존재감을 드러내며 상황을 말끔히 정리해냈음은 물론, 진우의 서글픈 퇴장까지 더해지며 단순한 권선징악 이상의 극적인 결말을 만들어냈음.",뮤지컬 액션 전반 연출 보고 거리 퀄리티 상당하다 오프닝 기대 화려하다 스피디 액션씬 최적 음악 중간 중간 서정 뮤지컬 익살스럽다 유머 위주 뮤지컬 제법 파워 액션 가미 뮤지컬 절절 정선 액션 모두 막판 뮤지컬 액션씬 자극 남산 여분 클라이맥스 뮤지컬 액션씬 단연 사자 보이즈 은근 섬뜩하다 오싹하다 저승사자 컨셉 무대 개인 가장 인상 깊다 장면 자체 로서 완성 긴장감 위기 불어 분위기 고조 주인공 활약 이후 트릭 바통 뮤지컬 액션 진솔하다 파워 풀함 주인공 존재 상황 정리 진우 서글프다 퇴장 더하다 단순하다 권선 징악 이상 극적 결말
케이팝이 폭팔시킨 화려한 판타지,폭팔 화려하다 판타지
토마토지수 94%,토마토 지수
내가 나이가 들었나... 왜 나만 그저 그렇지? 이보다 좋은 얘기를 수도 없이 봐서 그런가.,나이 이보 얘기 수도 런가
성급한 호흡과 나이브함을 뛰어넘는 스타일과 음악의 승리.,성급하다 호흡 이브 스타일 음악 승리
사자보이즈 대체 뭔데 해서 봤다가 입덕 위기,사자 보이즈 대체 입덕 위기
고증 미쳤다. 세상사람들아 동양말고 한국이다 이게,고증 미치다 세상 사람 동양 한국
재밌긴한데 뭔가 더 깊고 스케일 크게 풀 스토리가 있을 듯. 속편 나오면 좋을텐데,재밌다 뭔가 깊다 스케일 크게 스토리 속편
세세한 디테일에 노래가 완성을 더해 준다,디테일 노래 완성 더하다
스토리가 없어도 너무 없잖아..,스토리
간결하고 군더더기없이 깔끔하네,간결하다 군더더기 깔끔하다
미국이 기획하고 일본이 만들어버린 케이팝이라니,미국 기획 일본
밖에서 외치는 국뽕. 고증도 실하고 애니로도 알차다.,국뽕 고증 실하다 애니 알차다
"깨알같이 들리는 한국어와 대놓고 쓰여있는 한글들, 너네 이런 거 신기했구나 싶은 김밥, 목욕탕, 아줌마까지 반갑다 반가워!! 한국을 좋아해주는 외국인이 만든 느낌이 강해서 오히려 더 호감이 간다. 한국인이 만들었다면 역효과일게 분명했을 텐데 외국인이 낋여준 애니로 한국인들 국뽕 취향저격 대성공이다. 한국인들 이걸 어떻게 참아?",깨알 한국어 한글 신기하다 김밥 목욕탕 아줌마 반갑다 반갑다 한국 좋아하다 외국인 강하다 오히려 호감 간다 한국인 역효과 분명하다 외국인 여준 애니 한국 국뽕 취향 저격 대성공 한국
"캐릭터의 독보적 개성과 미친 음악이 맞물릴 때, 진정한 혼문이 열리기 시작한다.",캐릭터 독보 개성 미치다 음악 진정하다 혼문 리기 시작
”가장 한국적인 것이 가장 세계적인 것이다“,가장 한국 가장 세계
느낌 매우 좋지 내가 국딩이면 5점줬지 사자보이즈 돌아와요~ 이랬겠지,매우 국딩이 사자 보이즈
영어더빙과 한국어더빙으로 돌아가면서 보았는데 옛날엔 한국 노래에 중간중간 영어가 섞여서 노래를 불렀다면 요즘은 영어노래에 한국가사가 조금씩 섞여 들어가는걸 보고 시대가 정말 변했다는걸 다시 체감하게됐다. 케이팝이 대세라지만 체감한적은 없었는데 같은시대를 살지만 같은 시대를 살지 않는듯한 느낌이 들기도한다. 외국에서 이런노래를 들으면 옛날 한국에서 영어섞인 노래를 듣는 기분이 비슷하려나?,영어 더빙 한국어 더빙 옛날 한국 노래 중간 중간 영어 노래 요즘 영어 노래 한국 가사 보고 시대 변하다 다시 체감 세라 체감 한적 시대 시대 기도 외국 노래 옛날 한국 영어 노래 기분 비슷하다
"25-026 한국 문화를 디테일하게 표현하고, 캐릭터를 매력 있게 그려냈으면서 재미도 있다.  '결점을 허용하지 않는 사회'라는 우리 사회의 결점을 살짝 얹어 서사를 진행할 부분이 흥미롭다.",한국 문화 디테 표현 캐릭터 매력 재미 결점 허용 사회 우리 사회 결점 살짝 서사 진행 부분 흥미롭다
노래도 너무 좋고 잘 만들었지만 이렇게 핫하지 않았다면 절대 안 봤을 것 같음ㅋㅋ 그렇지만 문화와 시대적으로는 굉장히 흥미로운 작품인 듯,노래 절대 문화 시대 굉장하다 흥미롭다
들어간 노력과 실력들에 비해 스토리라인이 많이 부족한 영화,노력 실력 스토리 라인 부족하다
너희들은 나의 소다맛 금빛 아이돌💜,너희 금빛 아이돌
이야기나 캐릭터보다도 창의적인 설정과 노래 그것을 구현해내는 기획이 더욱 대단하다. 예상 밖에 일이다.,이야기 캐릭터 창의 설정 노래 그것 구현 기획 더욱 대단하다 예상 일이
미칠거면 애매하게 미치면 안되고 이 정도로 확실하게 미쳐야함,미치다 애매하다 미치다 안되다 정도 확실하다 미치다 야하다
"한국적인 요소들을 과감하게 내세운 서사는 관객에 따라 다소 유치하거나 오글거린다는 인상을 줄 수 있다. 그러나 이러한 서사적 약점을 단숨에 상쇄할 정도로 수록곡의 완성도가 매우 뛰어나다. 모든 곡이 K-POP이라는 주제에 정확하게 부합하며, 사운드와 감정의 흐름은 과장된 연출과 극적 설정을 설득력 있게 풀어낸다. 음악이야말로 이 작품의 가장 강력한 서사다.",한국 요소 과감 세운 서사 다소 유치하다 인상 이러하다 사적 약점 단숨 상쇄할 정도 수록 완성 매우 뛰어나다 모든 주제 정확하다 부합 사운드 감정 흐름 과장 연출 극적 설정 설득 음악 가장 강력하다 서사
요즘 넷플릭스는 기획성 하나로만 모든 흥행이 보장되는 듯.,요즘 넷플릭스 기획 하나로 모든 흥행 보장
캐릭터 설정도 감다살 ...,캐릭터 설정
새로운 애니 장르의 탄생. 한국적인 것이 세계적인 것의 좋은 예. 20250628,새롭다 애니 장르 탄생 한국 세계
유치뻥짝 뽕짜라뽕짝,유치 뻥짝 뽕짝
아이돌들의 연애를 응원합니다,아이돌 연애 응원
케이팝을 듣냐?하는 친구에게 이걸 보여주세요,친구
한국적이면서 독창적인 기획의 힘,한국 이면 독창 기획
외부의 시선으로도 이질감이 거의 없다는 건 K-POP이 그만큼 한국 문화를 보편화시켰기 때문일 듯 하다. 무엇보다도 음악이 너무 좋다.,외부 시선 질감 거의 한국 문화 보편화 때문 무엇 음악
너무 재밌었다. 무엇보다 디테일에 신경쓴게 너무 좋았다.,재밌다 무엇 디테일 신경
한국 아이돌 컨텐츠로 넷플릭스 애니메이션 영화 만드는,한국 아이돌 컨텐츠 넷플릭스 애니메이션
"음악, 카메라 웍, 비쥬얼, 캐릭터 디자인 다 좋고",음악 카메라 비쥬 캐릭터 디자인
"처음 제작 소식을 접했을 때는 제목부터 유치하다는 생각이 들었고, 케이팝의 인기에 편승하려는 작품일 것이라는 편견이 있었습니다. 하지만 한국에 대한 세심한 고증과 살아있는 디테일이 흥미로웠으며, 작품에 삽입된 중독성 강한 노래와 정감 가는 캐릭터 덕분에 즐겁게 감상할 수 있었습니다. 오히려 이런 애니메이션이 해외에서 제작되어 역수입되었다는 점이 아쉬웠습니다.",처음 제작 소식 제목 유치하다 인기 편승 품일 편견 한국 대한 세심 고증 디테 일이 흥미롭다 삽입 중독 강하다 노래 정감 캐릭터 덕분 즐겁다 감상 오히려 애니메이션 해외 제작 수입 아쉽다
그리고 전쟁통에도 애는 태어난다더니,전쟁
한국 수출입의 역사를 문화적으로 체험하려면.,한국 수출입 역사 문화 체험
"케이팝 팬들, 그리고 업계 종사자들에게는 일종의 선물처럼 다가올 작품이라고 생각된다. 나 역시 케이팝을 좋아하는 사람으로서, 팬들이 느낄 수 있는 다양한 감정과 덕질 문화에 대한 섬세한 감수성이 영화 곳곳에 담겨 있어 공감하며 보았다. 케이팝이라는 산업의 화려한 무대 이면을 ‘데몬’이라는 세계관으로 풀어내려는 시도는 흥미로웠지만, 그 설정이 과연 충분히 활용되었는지는 다소 의문이다. 데몬을 단순한 ‘악령’이 아니라, 아티스트 내면에 존재하는 불안, 질투, 자기혐오와 같은 복합적 감정의 형상으로 풀어냈다면, 케이팝 산업에 대한 더 깊은 이해와 통찰로 이어질 수 있지 않았을까. 무엇보다 클리셰로 가득한 전개와 억지스러운 로맨스는 흥미로운 세계관을 지나치게 평이한 이야기로 귀결시켜, 영화 전반의 수준을 떨어뜨린 점이 아쉽게 남는다.",업계 사자 일종 선물 역시 좋아하다 사람 다양하다 감정 덕질 문화 대한 섬세하다 감수성 곳곳 공감 산업 화려하다 무대 이면 데몬 세계관 시도 흥미롭다 설정 과연 충분하다 활용 다소 의문 데몬 단순하다 악령 아티스트 내면 존재 불안 질투 자기혐오 복합 감정 형상 산업 대한 깊다 이해 통찰 무엇 클리셰 가득하다 전개 억지스럽다 로맨스 흥미롭다 세계관 평이하다 이야기 귀결 전반 수준 아쉽다
노래만으로도 충분한데 스토리도 좋다,노래 충분하다 스토리
캐릭캐릭 체인지 케이팝 버전,캐릭 캐릭 체인지 버전
"근데 이름이 이상함. (e.g. 케이팝 데몬 헌터스, 사자 보이스…)",이름 이상하다 데몬 헌터스 사자 보이스
이쯤이면 국뽕도 자랑스럽다...,이쯤 이면 국뽕 자랑스럽다
찾았다 내 천년돌 루미 😻😻,천년 루미
조화가세상을살린다.....,조화 가세
왜 재미있는데? 왜 잘만든건데?,재미있다
김치찌개가 신선해요,김치찌개 신선하다
이게 코리아지 ㅋ,코리아
기존의 뮤지컬과 애니메이션 장르를 뛰어넘은 새로운 시도와 방향성,기존 뮤지컬 애니메이션 장르 새롭다 시도 방향성
오직 강한 사람만이 다 지켜낼 수 있는 거야. 정말 그런 거야. 나 이 말 들은 적 있잖아. 오직 강한 남자만이 날 지켜낼 수 있다는 말. 농담같았던 그 말이 갑자기 생각났다. 애니를 보며 깨닫고 눈물 흘리는 거 맞아?,오직 강하다 사람 오직 강하다 남자 농담 갑자기 애니 눈물
진짜들이 모여 만든 클리셰는 기대 이상으로 황홀했다,클리셰 기대 이상 황홀하다
나도 호랑이 키울래,호랑이
헌트릭스만 있다면 케이팝의 미래가 밝다,트릭 미래
이제 넷플릭스에서 케이팝 걸그룹이 김밥이랑 라면 먹고 힘 내서 악귀들 때려잡는 것도 볼 수 있군아,이제 넷플릭스 걸그룹 김밥 라면 악귀
신선한 소재의 재미와 조화로움은 있지만 각개 캐릭터들이 평범하고 진부하다. 노래와 비주얼이 좋아 감각적으로는 즐거운 경험이었다.,신선하다 소재 재미 조화로움 각개 캐릭터 평범하다 진부하다 노래 비주 감각 즐겁다 경험
국뽕에 차올라 객관적 평가 불가능,국뽕 객관 평가 불가능
맛깔나게 말아준 흑백요리사 케이팝 ver.,맛깔나다 흑백 요리사
케이팝이 말아준 겨울왕국,겨울왕국
노래가 너무 좋잖아..?,노래
조금 유치한데 볼만함,조금 유치하다
다 좋은데 이병헌 뭐에요 ;;,이병헌
남의 콘서트 가서 다 죽이고,콘서트
제작진의 진심이 보여서 노래와 함께 즐거웠다.,제작 진의 진심 노래 즐겁다
주모!!!!!!!!,주모
왜 노래가 좋은건데!? 왜 재밌는건데!?,노래 건데 재밌다
돼지호랑이,돼지 호랑이
가장 한국적인게 가장 세계적인 것이다!!!,가장 한국 가장 세계
"케이팝 팬들 고증도 잘 했고 오락영화로 제격, 합격!",고증 오락 영화로 제격 합격
호랑이랑 까치 굿즈 내주세요,호랑이 까치
우리 헌트릭스언니들이 왜이리 명창이야,우리 트릭 명창
가끔 고증에 엥? 했지만 재밌게 봄,가끔 고증 재밌다
사실 스파이더맨 어크로스 더 유니버스 제작진이라는 게 ㅋㅋㅋㅋㅋ 더 설렘 .... 내 본진 사이드잡 기깔나게 했을 것 같다고요,사실 스파이더맨 크로스 유니버스 설레다 본진 사이드
사자보이즈 노래가 좋아서 왜 사람들이 홀리는 지 알것 같아.,사자 보이즈 노래 사람 홀리
"과민하게 반응한 건가 싶어 끝까지 봤지만 불쾌한 느낌은 쉽게 사라지지 않았다. 한의원 장면에서 미라가 한의사에게 루미는 워커홀릭이라 쉴 줄 모른다고 말한다. 얼핏 팀의 내분 주요 원인 중 하나로 과로가 지목되는 듯하지만, 영화는 루미의 과한 노동 자체보다 그녀를 과로로 몰아넣는 비밀을 더 큰 문제처럼 다룬다. 셋이 힘을 합쳐 난관을 넘긴 뒤 사우나에서 잠깐 웃고 떠들자마자, 루미는 “이만하면 다 쉰 것 같지 않냐”고 말한다. 미라는 자신이 완전히 충전됐다고 하고, 조이는 소파가 좋긴 하지만 지금일 필요는 없을 것 같다고 반응하며 곧바로 노동으로 돌아간다. 영화는 헌트릭스의 컴백 광고판을 비추며 끝나는데, 근처 쓰레기통에 사자보이즈 모자가 널브러진 것을 보면 아무래도 큰 사건이 있은 지 시간이 얼마 안 지난 것처럼 보인다. 비밀이 모두 밝혀지자, 이제는 미라와 조이마저 중노동을 즐기게 되었다.",과민하다 반응 건가 불쾌하다 한의원 장면 미라 한의사 루미 워커홀릭 얼핏 내분 주요 원인 하나로 과로 지목 루미 노동 자체 그녀 과로 비밀 문제 난관 사우나 잠깐 루미 이만 미라 자신 완전하다 충전 소파 금일 필요 반응 곧바로 노동 트릭 컴백 광고 근처 쓰레기통 사자 보이즈 모자 널브러진 사건 시간 얼마 지난 비밀 모두 이제 미라 조이 노동
다른 게 뭐가 중요하겠어 골든 들으면서 눈물이 나는데,다른 중요하다 눈물
"솔직히 취향은 아니지만, 한국을 빛나게 해줬으니까..",솔직하다 취향 한국
세상에 나와서는 안되는 영화. 스토리는 뽀로로가 압승이고 음악은 흔해빠짐.,세상 안되다 스토리 뽀로로 압승 음악 흔하다
듣기만해도 코웃음 나오는 소재를 밀어붙여 제대로 완성시킨 뚝심이 제일 대단하다.,듣기 만해 코웃음 소재 제대로 완성 뚝심 제일 대단하다
와아 싱어롱 진짜 재밌네,싱어 재밌다
거리 속 깨알 한국어와 다른 배경 묘사는 말할 것도 없고. 겉핥기식 인정이 아닌 진짜 인정을 받은 것 같은.,거리 깨알 한국어 다른 배경 묘사 인정이 인정
안 보면 따돌림당할 것 같아서 봤습니다. 서울 시티 좋아 케이팝 정말 좋아,따돌림 당하다 서울 시티
그치만 한국 입김이 들어간 순간 여기저기서 숟가락 얹으려는 사람들 많아질텐데 부디 잘 뿌리쳐주세요..,한국 입김 순간 여기저기 숟가락 사람 부디
"초반부와 몇몇 장면에서 이해하기도 이입하기도 어려울 만큼  급한 전개장면들이 보이는데, 개인적인 바램으로 러닝타임이 7분정도만 길었으면 어땠을까 싶다. 하지만, 숏폼시대의 영화로서는 이 정도 템포가 적절할 수도있단 생각도 동시에 하게된다. 나는 타깃 대상층은 아니니까.",초반 부와 몇몇 장면 이해 이입 만큼 급하다 전개 장면 개인 바램 러닝 타임 정도 길다 숏폼시대 영화로 정도 템포 적절하다 수도 동시 타깃 상층
노래들이 머리에 박혀 빠져나오기 쉽지 않다.,노래 머리
내가 바로 칼날 여왕이다,바로 칼날 여왕
요즘 아이들의 동심을 자극하는 법이 우리 세대의 동심을 자극했던 것과는 많이 달라졌다는 생각을 하면서도 결국 코어는 유사하다는 느낌을 받았다. 영화에 대한 큰 감흥이 없었지만 그럼에도 불구하고 까내리고 싶지 않은 것이 그런 점에 기인하는 것도 같다.,요즘 아이 동심 자극 우리 세대 동심 자극 코어 유사하다 대한 감흥 불구 기인
"하지만 깨진 유리 조각들, 그 안에 담긴 아름다움.'",유리 조각 아름답다
"중독성 있는 음악과 한국 문화의 재가공을 통해 한류 콘텐츠의 확장성을 보여주며, 아이돌과 까치호랑이 캐릭터는 대중적 매력을 한층 끌어올린다.",중독 음악 한국 문화 가공 통해 한류 콘텐츠 확장 아이돌 까치 호랑이 캐릭터 대중 매력 한층 올린다
스토리가 이 영화의 신선함에 미치지 못한다,스토리 신선하다 미치다
"<한국적이다>가 무엇일까. 오방색이 한국적인가? 이전에 난지 오픈 스튜디오에 레지던시를 하던 외국작가는 수산시장에 있는 다각형의 수족관, 알타리무를 원기둥 모양으로 쌓아둔 시장의 모습을 신기하게 봤다. 거리를 둘러싼 큰 네온사인, 알록달록 등산복, 썬캡, 김장 때 쓰는 빨간 대야.",한국 무엇 오방 한국 이전 오픈 스튜디오 덥다 외국 작가 수산시장 다각형 수족관 리무 원기둥 모양 시장 모습 신기하다 거리 네온사인 알록달록 등산 김장 빨갛다 대야
해치가 귀여움😌,해치
김구 선생님 보고 있으시나요...,김구 선생님 보고
진우 목소리 버터 한 바가지..,진우 목소리 버터 바가지
케이팝을 통한 한국의 위상을 세계로!,통한 한국 위상 세계
욘사마에 열광하는 엄마를 보고자란 딸이 이제는 투애니원과 지드래곤을 쫓아다니는 모습을 보는 중인지라,욘사마 열광하다 엄마 보고 이제 투애니원 지드래곤 모습 중인 지라
저 찬란한 주인공들 옆에 내 얼굴도 순간 지나 갔을만한 수많은 사람들의 퍙범한 모습과 그들의 풍부한 감정들을 표현해 준 것에 뭉클했다. 물론 노래가 너무 좋긴 허지만.,찬란하다 주인공 얼굴 순간 지나 수많다 사람 퍙범 모습 풍부하다 감정 표현 뭉클하다 노래 허지만
‘K-Pop’이란 재료를 이렇게 요리할 줄은 상상도 못했다. 그 결과물이 이렇게 준수할거라고도 상상하지 못했던 것 같다.,이란 재료 요리 상상 결과물 준수 상상
"부정적인 존재인 사자 보이즈는 자신들의 표면을 예쁘게 꾸며 사람들을 잡아가려 하고,",부정 존재 사자 보이즈 자신 표면 예쁘다 사람
한국어 앨범은 안 나오나요?,한국어 앨범
이야기는 가볍지만 화려한 연출과 귀를 사로잡는 노래들,이야기 가볍다 화려하다 연출 노래
"보면서 놀라운 게 한국적인 디테일,복신,전통,문양 등등 단순한 표면적 장식에 그치지 않고 서사와 캐릭터들의 정체성도 잘 나타내었습니다 이는",놀랍다 한국 디테일 복신 전통 등등 단순하다 표면 장식 서사 캐릭터 정체 성도
아는 맛이지만 디테일에서 오는 풍미,디테일 밉다
"무대 조명 아래 굿판이 펼쳐질 때, 전통은 과거가 아닌 스타일이 된다.",무대 조명 아래 판이 전통 과거 스타일
