raw_text,cleaned_words
그치만 얘내가 오겜 기록 깨준건 너무좋음,얘내 기록
어.. 어.. 케이팝을 이끄는 호주인..,호주인
근데 우리 루미는 깨부수고 다시 세우는구나ㅜ 멋쩌,우리 루미 다시 멋쩌
뭐니 이거 너무 중독성 있어서 유튜브에서도 계속 케데헌 클립이랑 OST만 찾아보게 돼...,중독 유튜브 계속 클립
마음 맞는 친구 둘만 있어도 세상을 구한다,마음 친구 세상 구한
내용은 그냥저냥 평범했고 노래가 너무 좋아서 개추,내용 평범하다 노래 개추
너네가 한국의 대표가 되어라,한국 대표
집에서 맨날 끓여먹던 된장찌개가 글로벌 베스트 푸드가 되는 느낌이랄까..?,된장찌개 글로벌 베스트 푸드
"와 한국인으로서 한국 배경 고증 잘살려서 뿌듯한데, 예전 아이돌 르네상스시절 생각나게하는 추억에, 음악까지 고퀄리티에 한국 가사도 중간중간 들려와서 국뽕 충만해지는데 이게 다 넷플에다가 소니 작품이라니 미안하기도하고 감독과 스텝, 성우들에게 무척 고맙기도한, 마음이 웅장해지는 귀여운 작품!",한국인 한국 배경 고증 뿌듯하다 예전 아이돌 르네상스 시절 추억 음악 퀄리티 한국 가사도 중간 중간 국뽕 충만 넷플 소니 미안하다 기도 스텝 성우 무척 고맙다 기도 마음 웅장 귀엽다
듣기만해도 코웃음 나오는 소재를 밀어붙여 제대로 완성시킨 뚝심이 제일 대단하다.,듣기 만해 코웃음 소재 제대로 완성 뚝심 제일 대단하다
"엄마, 퓨전이 뭐예요? '케이팝 데몬 헌터스'란다.",엄마 퓨전 데몬 헌터스
대중들의 마음을 사로잡는데에는 다 이유가 있는 듯하다.,대중 마음 이유
유행하는 것에는 이유가 있음.,유행 이유
와아 싱어롱 진짜 재밌네,싱어 재밌다
"노래는 진짜 좋음. 근데 애니의 전형적인 오글거림은 어쩔 수 없는듯. 그리고 전개가 너무 빨라서 감정선 이해가 안됨. 차라리 길게 만들어서 서사, 개연성 제대로 해주지……",노래 애니 전형 전개 정선 이해 안되다 차라리 길다 서사 개연 제대로
이걸 보는 모든 아이들이 자신의 전부를 사랑하며 자랄 수 있기를,모든 아이 자신 전부 사랑
솔직히 얘기들 영화인거 같아서 안볼라고 했는데 생각보다 잼있었음 특히 노래가 머리에서 안떠나는중…,솔직하다 얘기 노래 머리
한국의 멋에 감동이지만 한 시간 반짜리 뮤비가 뮤지컬이 되는 건 아니다,한국 감동 시간 뮤비 뮤지컬
"돈으로만 따지면 모든 문화 컨텐츠를 다합해도 게임 수출액을 넘기지 못한다 BTS, 기생충, 소년이 온다가 있더라도 말이다 그런걸 보면 게임 업계가 상병신인가도 싶다 돈으로는 성공 했을지 몰라도 문화로서는 이렇게 파급력을 주었는가 라는 생각이 들어 씁쓸하기도 했다 아니다 페이커가 있나? 라는 생각도 들지만 게임 제작자는 아니니깐 뭔지는 모르겠지만 여텬 낭만이 없어진 한국 게임 업계는 병신 같고 그러하다",모든 문화 컨텐츠 다합 게임 수출 기생충 소년 다가 게임 업계 상병 신인 가도 성공 문화 로서 파급 씁쓸하다 페이커 게임 제작자 여텬 낭만 한국 게임 업계 병신 그러하다
와 완전 케이팝 노래 같은데? 그래서 걍 케이팝 관련한 영화 아님? 이라고 생각했는데 친구들이 같이 보자고 해서 봤음,완전 노래 관련 친구
반짝반짝한 서울과 그 속에서도 빛나는 아이돌을 주제로 한 애니메이션이라서 그런지 정말 반짝였고 현대적이였다.,반짝반짝하다 서울 아이돌 주제 애니메이션 현대
준수한 음악에 시대적 흐름을 얻은 똑똑함.,준수 음악 시대 흐름 똑똑하다
케데헌 케데헌 하는 이유가 있었네^^,이유
노래가 너무 좋아서 노래 계속 듣는 중!,노래 노래 계속
이 영화는 국뽕할만하다 생각한다. 현재의 한국을 이렇게 잘 표현한 애니메이션은 5년간 없을듯.,국뽕 만하 현재 한국 표현 애니메이션
한국적 요소를 코믹하게 잘 그려낸 점이 재밌었다,한국 요소 코믹 재밌다
혼돈스럽게 섞여서 조화와 질서가 만들어지다. 그리고 재미,혼돈 조화 질서 재미
난 평생 이런건 안볼줄 알았거너비거너비 골든,평생 비거 너비
노래 좋고 애니 잘 만들었고,노래 애니
"한편, <케데헌>에는 케이팝이 없다. 조이, 루미, 미라(이하 헌트릭스)는 연습생 생활을 하지도 않았으며, 혹독한 트레이닝을 받는 장면도 나오지 않는다. 되려 헌트릭스의 태도는 일반적인 팝가수에 가까워 보인다. 그들은 직접 스태프들을 지위하고, 스스로 무대를 만든다. 헌트릭스는 공연의 선곡을 무대 직전에 “Golden”으로 바꾼다. 기획사와 프로듀싱 시스템이 존재하는 ‘진짜 케이팝’에서는 상상조차 못할 일이다.",한편 조이 루미 미라 이하 트릭 연습생 생활 혹독하다 트레이닝 장면 트릭 태도 일반 가깝다 직접 스태프 지위 스스로 무대 트릭 공연 선곡 무대 직전 기획사 프로 듀싱 시스템 존재 상상 일이
단순한 게 최고다,단순하다 최고다
"노래, 비주얼 좋고 한국 문화가 잘 담긴 애니메이션이 만들어졌음에 의의.",노래 비주 한국 문화 애니메이션 의의
"이 영화는 전쟁과 독재라는 척박한 땅에서 기어코 세계를 향해 피어난 K-Culture에 대한 뜨거운 헌사다. 영화는 현실의 그림자를 외면하지 않는다. 문화와 사상의 다양성을 획일화하려는 시도가 노골적인 오늘, ‘우리는 언제나 그랬듯이 끝내 이겨낼 것’이라는 강력한 희망의 주문을 외운다. 일부 서사의 아쉬움이나 기술적 허술함이 분명 존재하지만, 그 모든 것을 압도하며 심장을 두드리는 거대한 울림이야말로 이 영화의 진정한 가치다.",전쟁 독재 척박하다 기어 세계 피어 대한 뜨겁다 현실 그림자 외면 문화 사상 다양성 획일 화하다 시도 노골 오늘 우리 끝내 강력하다 희망 주문 일부 서사 아쉬움 기술 술함 분명 존재 모든 압도 심장 거대하다 울림 진정하다 가치
드디어 아이들이 못생긴 디즈니 남주가 아니라 잘생긴 남주를 볼 수 있게 됨에 치얼스,아이 디즈니 주가 잘생기다 치얼스
"8살짜리가 보여준 영화… 재밌었다,,, 신드롬이 되기 전까진",리가 재밌다 신드롬
그래도 조폭 이레즈미는 감추고 살아라,조폭 레즈 밉다
노래 너무 좋고 디테일이나 스토리 흐름도 너무 좋았다. 후속작이나 더 긴 영화여서 더 자세한 이야기를 풀어줬으면 좋았을듯,노래 디테 이나 스토리 흐름 후속작 자세하다 이야기
아무 생각없이 볼 수 있는 이런 애니메이션 너무 좋잖아 :),아무 애니메이션
ost 말고는 딱히 모르겠음,딱하다
잘 만든 애니메이션 뮤비같다,애니메이션 뮤비
유명해서 봤는데 노래는 좋지만 확실히 애기들 보는거라서 내용은 그냥 뭐....,유명하다 노래 확실하다 애기 내용
귀여웠다 우정 영원했으면 좋겠다 얘들아 영원히 아이돌 해주라 제발,귀엽다 우정 영원하다 영원하다 아이돌 해주 제발
노래방에서 직접 불러보니 헌트릭스와 사자보이즈는 1군 아이돌이 맞더라..,노래방 직접 트릭 사자 보이즈 아이돌
노래나 이런건 좋은데 스토리 너무 단조로워서 노잼..,노래 스토리 단조롭다 노잼
한국 문화의 소재로 한 애니메이션들은 전체적으로 너무 좋다.,한국 문화 소재 애니메이션 전체
6층 키즈코너 영화,키즈 코너
내 취향 아닐건 알고 있었다.,취향
아암튼… 다시 보니 루미진우 서사 미친 것 같구우,다시 루미 진우 서사 미치다
라이엇의 유산이 부러웠던 소니픽쳐스... 작정하고 만들다. 징크스의 화려한 헌트릭스 데뷔,라이엇 유산 부럽다 픽쳐스 작정 징크스 화려하다 트릭 데뷔
"관객은 캐릭터에 감정 이입 하지 않을 수 없고,",캐릭터 감정 이입
라멘집에서 강원도 감자로 만든 미국식 감자튀김,라멘 강원도 감자 미국 감자 튀김
거리 속 깨알 한국어와 다른 배경 묘사는 말할 것도 없고. 겉핥기식 인정이 아닌 진짜 인정을 받은 것 같은.,거리 깨알 한국어 다른 배경 묘사 인정이 인정
뻔한 내용이지만 많은 이들이 속편을 바란다는 점에서 매우매우 잘 만든 애니메이션이라 생각된다,뻔하다 내용 속편 매우 매우 애니메이션
헌트릭스 덕질하고 싶다 도파민 미칠듯,트릭 덕질 도파민 미치다
진짜 잘 만들었다. 영화 하나가 한국 대중문화 홍보대사를 확실히 하는구나.,하나 한국 대중문화 홍보 대사 확실하다
빈틈은 있으나 그걸 덮는 즐거움,빈틈 즐거움
조린쿼카 (Zzol quaka),쿼카
확실한건 나도 모르게 순식간에 봤고. 나도 모르게 흥얼거렸고. 나도 모르게 어깨춤이 춰졌고. 나도 모르게 입덕했다.,확실하다 순식간 어깨춤 입덕
"미국에서 만든 한국 고증이 너무 고퀄이라 놀라울 따름,,,, 노래도 찰떡이고 영상이 진짜 눈을 뗄 수 없을 정도로 현란하다(positive) 마지막에 급 종료?느낌이 있지만 혹시 시즌2도 나오는건가...?🤣",미국 한국 고증 따름 노래 찰떡 영상 정도 현란하다 마지막 종료 혹시 시즌 건가
소니가 만들고 넷플릭스가 배급한 K-영화의 흥행에 양가감정이 들지마이.. 리틀 소다팝.,소니 넷플릭스 배급 흥행 양가 감정 마이 리틀
이 짧은 러닝타임에 욱여넣을 필요가 있었을까,짧다 러닝 타임 욱여넣 필요
한국인 가슴을 뻐렁치게 만드는 뭔가가 있음,한국인 가슴 뻐렁치 뭔가
아들이 틀어놔서 강제 시청. 정주행은 하지 않았지만 내용은 대충 알게 됨. 노래도 다 들어봤어 ㅜㅠ,아들 강제 시청 주행 내용 대충 노래
흠 남돌이랑 여돌이랑 합동 팬싸 말 안 됨 충격 먹음,돌이 돌이 합동 팬싸 충격 먹음
영화가 아니라 드라마식으로 나왔으면 더 좋았을 것 같아요🥺 중간에 시간관계상 끊겨있는 부분이 많아서 아쉬웠습니다,중간 시간 관계 부분 아쉽다
그래 이정도면 뭐,정도
"한국에 사는 한국인도 못할, 이렇게나 한국문화를 디테일하게 녹여 넣은 영화가 있나",한국 한국인 국문 디테
K-pop이라는 소재로 세계를 집중시켰다는 점에서 충분히 높은 평가를 받아도 좋은 작품,소재 세계 집중 충분하다 높다 평가
세부적인 디테일은 부족하더라도 빛난다는 목표를 달성하는 화려한 네온 사인.,세부 디테일 부족하다 목표 달성 화려하다 네온 사인
연출이 뭔가 딱딱 끊기는 애니매이션이라 렉걸리나 싶었지만 금방 적응되버려서 시원한 액션이나 아이도루 연출때 노래에 빠져버임 지누나 우리 호냥이랑 까치 헌트릭스든 저기 사자보이즈 병헌행님등 캐릭터싸움은 성공적인듯,연출 뭔가 애니매이션 금방 적응 시원하다 액션 아이 도루 연출 노래 빠져버임 지누 우리 호냥 까치 트릭 저기 사자 보이즈 병헌 캐릭터 싸움 성공
얼마나 잘 만들었길래 이리 호들갑이냐 하고 봤는데,얼마나 호들갑
나도 판타지 서울 속에 살고 싶어,판타지 서울
아니 너무 감동이 있다.. 전형적인 히어로물에 케이팝 버무리기 맛도리네 설정 더 풀어줘요 더줘,감동 전형 히어로 무리다 도리 설정 덥다
노래만큼은 관객의 마음을 넘어 전 세계인의,노래 마음 세계
재밋긴한데 이정도로 잘되는게 얼떨떨.. 전세계가 몰래카메라하는거 같음;;,재밋 정도 전세계 몰래카메라
OST로 코멘트를 대체하겠다.,코멘트 대체
애들보여주려 켰다가 엄빠가 재밌게 보는 전형적인 경우,엄빠 재밌다 전형 경우
"서로 다르고 부족함을 인정하고 함께할 때 아름다운 너와 나, 우리를 위한 이야기.",서로 다르다 부족함 인정 아름답다 우리 이야기
세계사람들 한국엔 구원이 없습니다...,세계 사람 한국 구원
노래와 춤과 악령들을 퇴치하는 컨셉이 보는 재미가 있었다,노래 악령 퇴치 컨셉 재미
잘 만든 영화라는 건 알았지만 내용적으로는 전혀 기대를 안 해서 그런지 생각보다 재밌었다.,내용 전혀 기대 재밌다
작화도 좋고 노래도 좋고 고증도 굿👍,작화 노래 고증
노래가 좋긴 함 그냥 한국 홍보하는 차원에서 아이들 보기 좋은 영화,노래 한국 홍보 차원 아이 보기
"여담: 만약 그 친구가 내가 말한 이야기를 다 퍼뜨리면 그게 걔의 원래 인성이고, 나한테 사실인 일이었으니까 받아들이면 돼",여담 만약 친구 이야기 퍼뜨리 그게 원래 인성 사실
25년 통틀어 생명력이 제일 긴 컨텐츠,통틀어 생명력 제일 컨텐츠
"k-date, K-happliy ever after 펄럭",펄럭
"두려움과 수치, 과거에서 벗어나고 그대로의 나를 숨기지 않는 것",두려움 수치 과거 그대로 숨기
안 보면 따돌림당할 것 같아서 봤습니다. 서울 시티 좋아 케이팝 정말 좋아,따돌림 당하다 서울 시티
아주 잘 만든 1시간 30분짜리 뮤직비디오.,아주 시간 뮤직비디오
Kpop에 담긴 깔끔하고 명료한 스토리+한국문화. 주모~~~,깔끔하다 명료하다 스토리 한국 문화 주모
무늬만이 아닌 토종에 외국물 살짝 첨가.,무늬 토종 외국 살짝 첨가
계속해서 반짝이는 화면이 끝나면 계속해서 귓속을 멤도는 노래,계속 화면 계속 귓속 노래
영상과 음악의 절묘한 조화가 돋보이지만 만화의 유치한 전개와 주제의식은 한계를 보인다.,영상 음악 절묘하다 조화 만화 유치하다 전개 의식 한계
노래를 잘 뽑음 유치해서 뭐지 싶었는데 나중가선 내가 노래 흥얼거리고있음,노래 유치하다 나중 가선 노래
퓨전 한식의 세계화. 로맨틱. 성공적,퓨전 한식 세계 로맨틱 성공
노래가 커버도 많이 되었고 차트에도 상위권이라 케데헌을 알고는 있었는데 재밌을까 싶었는데 너무 재밌네 골든 처음 공개할때 뭔가 설레었고,노래 커버 차트 상위 재밌다 재밌다 처음 공개 뭔가 설레다
"정말 제목 그대로, 이 제목으로 이렇게 만드는 것도 재능",제목 그대로 제목 재능
잘 만들긴 했는데 사람들이 뇌절해서 조금 짜증남,사람 뇌절 조금 짜증나다
어설프지만 진심어린 국뽕과 미친 중독성의 케이팝 노래들이 또 내 가슴을 뛰게 해,어설프다 진심 국뽕 미치다 중독 성의 노래 가슴
사람취향이어떻게다똑같겠습니까,사람 취향 게다 똑같다
"국뽕 1점, ost 2점, 내용 0점.",국뽕 내용
노래고 넘조코 서사도 넘조아..,노래 서사
중독성있는 노래. 스토리는 아쉬움.,중독 노래 스토리 아쉬움
한국문화 담으시느라고 고생하셨네요,한국 문화 고생
음악의 중요성 K-POP POWER,음악 중요성
캐릭터랑 노래는 좋은데 이게 그렇게까지 열광받을 작품인가..,캐릭터 노래 열광
그속의 은유하고 있는 종교든 사상이든 생각이든 혹은 남들과는 다른 면모든 그 무엇이든간에 숨지말고 당당하게 세상앞으로 나아가야한다는 영화를 관통하는 메시지를,은유 종교 사상 다른 면모 무엇 당당하다 세상 관통 메시지
왕도적이어서 더 깊이 빠질 수 있는 아이러니. 빠른 템포의 전개가 장점이자 단점.,왕도 깊이 아이러니 빠르다 템포 전개 장점 이자 단점
솔직히 반은 넘기면서 보았어요 골든 노래는 좋아요,솔직하다 노래
아무리 내가 한국인이라도 재미없는 건 없는거야,한국인 재미없다
좀만 더 다듬으면 디즈니 뛰어 넘을듯,디즈니
아니 초딩이 이거 안 좋아하고 어떻게 배기냐고. 글로벌 어린이 친구들 실망할까봐 케이팝 아이돌들 사회적 물의 안 일으키고 건전하게 김밥먹고 살고 있기를 바라게까지 되는 지경,초딩 좋아하다 글로벌 어린이 친구 실망하다 아이돌 사회 물의 건전하다 김밥 지경
한국 유튜브 숏츠 모아다가 짬뽕해서 끓인 것 같다...,한국 유튜브 숏츠 짬뽕
그렇게까지 옹호받을만한 작품인진 모르겟음 걍 노래빨인듯,옹호 노래
클리셰적으로 재밌었다...,클리셰 재밌다
김정훈123,김정훈
한국문화라는 Total Goods.,국문
조금 떨어져서 바라본 내 고향이 스타가 되어 총총 빛난다,조금 고향이 스타 총총
네번째 보니까 이건 masterpiece!,이건
이들의 감정선을 따라가기에 나는 너무 낡았다보다.,정선 낡다
재미지네 하도 노래 난리여서 뭔가 했더만 그럴만하군,재미 지네 노래 난리 뭔가 만하
"잘 만든 작품이지만, 이 정도로 인기가 있을 작품인가 싶기는 하다.",정도 인기
소니 애니메이션 특유의 통통튀면서 부드럽게 녹아드는 색감이 좋다,소니 애니메이션 특유 통통 부드럽다 색감
모든 클리셰를 더해 만들었지만 이보다 완벽할 수 없는,모든 클리셰 더하다 이보 완벽하다
"녹아있는 아이디어나 비쥬얼도 훌륭하지만, 일단 극 자체가 군더더기 없이 스피디하면서 재밌다. 노래도 가슴을 울리는 진솔하고 보편적인 힘이 있다.",아이디어 비쥬 훌륭하다 일단 자체 군더더기 피디 재밌다 노래 가슴 진솔하다 보편
"기존 디즈니 애니메이션—지브리의 감성이나 교훈은 사실 어른용에 가깝다고 한다면—내지는 “전래 동화”가 가진 이야기의 마력을 떠올려보면…화려하고 큰 스케일이 느껴지는 겉모습 대비 아쉬움이 있는데, 이건 Kpop의 속성과도 좀 비슷하지 않나 싶은 ‘지극히 개인적인‘ 생각. 더 단순하고 못생겨도 마음을 후욱 건드려주는 것들이 있음.",기존 디즈니 애니메이션 지브리 감성 교훈 사실 어른 가깝다 내지 전래 동화 이야기 마력 화려하다 스케일 겉모습 대비 아쉬움 이건 속성 비슷하다 개인 단순하다 마음 후욱
음악이 너무 조아요,음악
음악을 기가 막히게 내용에 딱 붙였어,음악 내용
'...like i'm born to be' 즉 가슴 속 있는,가슴
그치만 한국 입김이 들어간 순간 여기저기서 숟가락 얹으려는 사람들 많아질텐데 부디 잘 뿌리쳐주세요..,한국 입김 순간 여기저기 숟가락 사람 부디
LA에서 한국으로 들어온 BCD(북창순두부)의 미디어 버전.,한국 북창 순두부 미디어 버전
와.. 진짜 싫다..사람들 비위도 좋네,싫다 사람 비위
노래때문에 결국 12번 본 영화,노래 때문
마무리가 좀 아쉽긴 한데 외국에서 만든 한국 컨텐츠라는 점이 신선하게 와닿아서 작품 외적으로 너무 재밌게 봤다. 고증도 잘 되어있고...,마무리 아쉽다 외국 한국 컨텐츠 신선하다 외적 재밌다 고증
선입견을 갖지 말자!,선입견
빠다 발라진 케이컬쳐가 빨아들이는 빠워가 있다.,빠다 케이 컬쳐 빠워
여러모로 Commercial하다.,모로
고ㅡ급 케이팝 스킨 겨울왕국,스킨 겨울왕국
자기 자신을 찾으라는 이야기~ 좋다~,자기 자신 이야기
누가 봐도 퀴어 얘기네,누가 퀴어 얘기
빠돌이가 되고 봐서 다행(?),빠돌이 다행
"자연스러운 한국적 요소와 탄탄한 고증, 다시 보아도 선명한 매력.",자연스럽다 한국 요소 탄탄하다 고증 다시 보아 선명하다 매력
올해 할로윈은 저승사자 코스튬이 성행할것으로 예상,올해 할로윈 저승사자 코스튬 성행 예상
"현대 문화를 전통과 연결해 그 모두를 아우르는 역사를 탐색하고, 그것이 형성해낸 사회적 기준에 속하지 못한 아웃사이더의 정체성 문제까지 짧은 시간 내에 담아낸다.",현대 문화 전통 연결하다 모두 역사 탐색 그것 형성 사회 기준 아웃사이더 정체 문제 짧다 시간
루미가 주인공인 건 맞지만 그래도 트리오인데 너무 루미 위주 아닌가? 싶은 느낌도 있어,루미 주인공 트리오 루미 위주
"스토리의 재미보단 ’한국적인 감성을 발견하는 재미‘, ‘그래픽 컬러감 등 룩을 보는 재미’ ‘더피 힙하다’의 재미로 끝까지 보긴 함!",스토리 재미 한국 감성 발견 재미 그래픽 컬러 재미 더피 힙하 재미
애니메이션의 스타일과 음악 다 좋았지만.. 무엇보다도 OST 곡들의 가사가 너무 좋았어요.. 특히 각 노래에 담긴 은유들이 스토리를 거듭하면서 서로 연결되어 하나의 서사를 이루면서 주는 메세지가 감동적이었습니다..,애니메이션 스타일 음악 무엇 가사 노래 은유 스토리 거듭 서로 연결 하나 서사 메세지 감동
1시간반짜리 뮤직비디오,간반 뮤직비디오
아니 제베원이 블랙핑크한테 개긴다는 게 말이 안 되잖아,블랙 핑크
노오래가 중요하다고 맻번을 말했냐,노오 중요하다
일단 나오는 노래들이 개조음 ㅋㅋㅋㅋㅋ 스토리 걍 무난 무난? 초딩 애기들이 좋아할 스토리 ㅋ,일단 노래 개조 스토리 무난 무난 초딩 애기 좋아하다 스토리
영화를 마냥 즐기기엔.. 나는 우리 전통 귀신에 대해서도.. 아이돌에 대해서도 너무 잘 알고있음,마냥 기기 우리 전통 귀신 대해 서도 아이돌 대해 서도
오겜을 넘어서줘서 따봉혼문아 고맙다,혼문 고맙다
재료는 국산인데 맛은 미제다,재료 국산 미제
버티고버티다 조코비치 샤라웃에 바로봤습니다.,버티고 조코비치 샤라 바로
유치함도 이 정도로 끌고가면 작품이 됨,유치하다 정도
"초반부와 몇몇 장면에서 이해하기도 이입하기도 어려울 만큼  급한 전개장면들이 보이는데, 개인적인 바램으로 러닝타임이 7분정도만 길었으면 어땠을까 싶다. 하지만, 숏폼시대의 영화로서는 이 정도 템포가 적절할 수도있단 생각도 동시에 하게된다. 나는 타깃 대상층은 아니니까.",초반 부와 몇몇 장면 이해 이입 만큼 급하다 전개 장면 개인 바램 러닝 타임 정도 길다 숏폼시대 영화로 정도 템포 적절하다 수도 동시 타깃 상층
이게 왜 유행하는지는 잘 모르겠다.,유행
한국을 표현한 하나하나는 너무 마음에 드나 내겐 유치했다.,한국 표현 하나 하나 마음 내겐 유치하다
이건 영어에서 한국어가 중간중간 나오는게 너무 신기하고 한국 컬쳐가 글로벌로 뻗어나간게 실감나서 뭔가 기분이 묘했다!,이건 영어 한국어 중간 중간 신기하다 한국 컬쳐 글로벌 실감 뭔가 기분
근데 이거 노래 왤케 좋냐?,노래 왤케
인기있는데는 이유가 있다 맛깔나는 로맨스와 강렬하고 그냥 너무 좋다고밖에 할 수 없는 노래들,인기 이유 맛깔나다 로맨스 강렬하다 노래
여성이 주도적인 역할을 하는 영화이면서 그걸 스토리에 자연스럽게 녹여내어 역하게 느껴지는 점이 없다는 점에서 매드맥스 같은 모범적인 PC영화라 할 수 있다. 노래와 춤이 잘 어우러져 러닝타임이 잘 간다. 진우는 아마도 역대 애니메이션 남자 캐릭터중에 손꼽히게 매력적인 캐릭터로 남지 않을까,여성 주도 역할 이면 스토리 자연 매드 맥스 모범 노래 러닝 타임 간다 진우 역대 애니메이션 남자 캐릭터 매력 캐릭터 남지
노래는 좋은데 매체의 접촉이 많았음,노래 매체 접촉
"닳고 닳은 플롯에 한국문화를 얹었다. 한국문화의 전시가 목적이고 플롯은 수단에 불과함을 고려해도, 캐릭터가 빠져있는 감정이 지나치게 유치해 몰입하기 힘들다.",플롯 국문 국문 전시 목적 플롯 수단 불과하다 고려 캐릭터 감정 유치하다 몰입 힘들다
이렇게 흥한걸 보니 조만간 차이나에서 비슷한거 하나 나올듯.. 암튼 잘만듬 노래도 굿 출퇴근길에 굿,조만간 차이나 비슷하다 하나 잘만 노래 출퇴근길
환생보이즈로 시즌2 가자. 노래가 넘 좋고 한국요소가 고증이 잘됨,환생 보이즈 시즌 노래 한국 요소 고증
미안해 널 단순한 킬링타임용으로 본 나의 미련함을 용서해줘.,미안하다 단순하다 킬링타임 미련 용서
노래가 좋다. 넷플 역대 1등 영화에 0.5점 가산.,노래 넷플 역대 가산
"훌륭한  영상미, 그리고 주제곡들.선과 악의 대립 속에서 결국 언더독으로 이기는 클리셰. 그렇지만 클리셰는 항상 옳다.",훌륭하다 상미 주제곡 악의 대립 더독 클리셰 클리셰 항상 옳다
왜 인기 있는지 알겠다,인기
노래진자짤뽑음✨,노래 진자
음악이 좋으니 스피커 빵빵하게 듣기.,음악 스피커 빵빵 듣기
스토리 특성상 애들겨냥 한 애니라 유치하지만 ost만큼은 수준급,스토리 특성 겨냥 애니 유치하다 수준
한국정서 악귀 저승사자 등등 버물버물 했는데 잘 모르겠고.. 러브라인도 뭔가 싶고..,한국 정서 악귀 저승사자 등등 버물버물 러브 라인 뭔가
나 때는 너의 침대가 되어주겠다는 애들이 있었는데...,침대
"7분만 버티면 들려오는 조화의 하모니,",분만 조화 하모니
가장 한국적인것이 가장 글로벌인가,가장 국적 가장 글로벌
"한국적임을 강조하기 위한 요소들을 적나라하게 드러냈지만, 참신한 주제로 잘 상쇄시킨 것 같다.",한국 적임 강조 요소 적나라하다 참신하다 주제 상쇄시킨
완전한 내부인보다 경계에 걸친 사람이 더 선명한 ‘얼’을 가질 수 있다는 증거. 루미든 감독이든..,완전하다 부인 경계 사람 선명하다 증거 루미
"짜치는 부분 없이 잘 만들었네요,, 뒷북 좀 쳤지만 재미있게 봤다",부분 뒷북 재미있다
골든은 ㄹㅇ 이 시대의 렛잇고구나,시대 렛잇고 구나
1군 여돌과 남돌의 합동팬싸... 같은 장면에선 현실감이 조금 없었지만 ost부터 현실고증까지 버릴게 하나도 없던 작품. 아직 완벽하게 풀리지 않은 떡밥들과 뭔가 조금 찝찝하게 끝난 결말이 아쉽지만 개인적으로 후속작이 새로 나오기보단 그냥 여기서 끝내는게 여운도 남고 좋을듯. 근데 이미 이정도로 성공했는데 시즌2가 안 나올리가...,남돌 합동 팬싸 장면 실감 조금 부터 현실 고증 하나 완벽하다 떡밥 뭔가 조금 찝찝하다 결말 아쉽다 개인 후속작 새롭다 여기 여운 남고 정도 성공하다 시즌 리가
대한민국 문화 강국!!!! 이제 한국어가 세계 공용어가 되는 일만 남았다,대한민국 문화 강국 이제 한국어 세계 용어 일만
케이팝 덕질하기 좋은 영화.,덕질
서울에 살고 있어도 서울에 가고 싶어지는 영화. 가슴이 웅장해진다.,서울 서울 가슴 웅장
"내 다채로운 목소리를 들을걸, 뾰족한 마음을 감싸줄걸",목소리 마음
문화의 강점이 전 세계적으로 울림을 준다.,문화 강점 세계 울림
평범한 영화라도 세계인에게 사랑받는다면 그것으로 감사한 일,평범하다 세계 그것
스토리적으론 전형적인 성장 드라마지만 그 단조로움을 모두 덮을 수 있는 비쥬얼과 사운드.,스토리 전형 성장 로움 모두 비쥬 사운드
내 존재든 내 모습이든 내가 하고싶은것이든 숨기면 문제가 생기는거구나 하고 또 깨닫는다,존재 모습 숨기 문제
"깔끔 시원 편안한 흐름, 좋은 노래.",시원 편안하다 흐름 노래
골든을 한번도 제대로 부르지 않았다,한번 제대로
우리나라 문화 보는 재미 그리고 기깔나는 노래,우리나라 문화 재미 노래
처음엔 유치할 수 있으나 간단하면서도 심장을 울리는 스토리•• 한국 문화 고증도 잘함,처음 유치하다 간단하다 심장 스토리 한국 문화 고증
"주인공이 어떻게 귀마와 맞서싸울 힘을 얻었는지, 왜 다사 싸우기로 결심했는지는 설명이 좀 부족하다고 느꼈다.",주인공 다사 결심 설명 부족하다
애국심 차오른다~ 한국문화 최고. 한국문화 고증한 게 잘 느껴져서 보기 편안했음. 특히 라멘 안 그러고 라면이라 한 거 ㅎㅎ 갓끈 돌리기도 맛잘알,애국심 한국 문화 최고 한국 문화 고증 보기 편안하다 라멘 라면 기도
웹소설식 애니메이션(맛있음),웹소설 애니메이션 맛있다
노래들이 머리에 박혀 빠져나오기 쉽지 않다.,노래 머리
2025년에 유행을 타기 위한 모든 조건을 완벽히 갖췄다.,유행 모든 조건 완벽하다
케이팝 좋아하는 사람들의 마음을 잘 저격한듯,좋아하다 사람 마음 저격
한글 없는 kpop,한글
혼문 지켜줘서 고마워,혼문 고맙다
뛰어다니는뿡뿡이,뿡뿡이
영화를 뇌리에 각인시키는,뇌리 각인
바뀌어버린 디즈니명작만화,디즈니 명작 만화
"중독성 있는 노래, 느끼한 아이돌 😏",중독 노래 느끼하다 아이돌
2025.07.27. 유나 수아 타베아랑 4.5,유나 수아 아랑
내가 바로 칼날 여왕이다,바로 칼날 여왕
... 우엉엉우엉옹우~엉엉 ㅠㅠ,엉엉 우엉 엉엉
"노래는 취향 저격, 캐릭터는 안 취향 저격.",노래 취향 저격 캐릭터 취향 저격
